id,url,name,type,openingHours,description,duration,price,address,region,avgRating,numReviews,numReviews_5,numReviews_4,numReviews_3,numReviews_2,numReviews_1
33316084,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33316084-Reviews-Nha_Khoa_My_Auris-Ho_Chi_Minh_City.html,Nha Khoa My Auris,Chuyến tham quan mua sắm,Mo-Su 08:30-18:00,,,,"Số 11bis Nguyễn Gia Thiều, Phường Võ Thị Sáu, Thành Phố Hồ Chí Minh, Việt Nam , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33285166,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33285166-Reviews-Ce_line_Treatment_Spa_Tr_Li_u_Vinhomes-Ho_Chi_Minh_City.html,Ce’line Treatment - Spa Trị Liệu Vinhomes,Spa,Mo-Su 09:00-21:00,,,,"88 Phước Thiện Long Bình, Thủ Đức, Tòa BS15 Vinhomes Grand Park, Quận 9, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33276421,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33276421-Reviews-Th_M_c_Tattoo-Ho_Chi_Minh_City.html,Thể Mặc Tattoo,Cửa hàng đặc sản & cửa hàng quà tặng,Mo-Su 11:00-20:00,,,,"150 Đ. Trần Hưng Đạo Pullman Saigon Centre, Phường  Nguyen Cu Trinh, Quận 1, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
19413589,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19413589-Reviews-Co_Mem_377_Le_Van_Sy-Ho_Chi_Minh_City.html,Cỏ Mềm,Cửa hàng đặc sản & cửa hàng quà tặng,Mo-Su 09:00-21:30,"Cố Mền là thương hiệu mỹ phẩm thảo dược Việt Nam được xây dựng bởi những dược sĩ tâm huyết. Tất cả các thành phần đều được lựa chọn cẩn thận, không chứa hóa chất độc hại cũng như các tác nhân gây hại cho môi trường. Vì vậy sản phẩm của Co Mem an toàn cho trẻ em, phụ nữ mang thai và những người có làn da nhạy cảm. Co Mem nỗ lực mang đến cho bạn sự chăm sóc tốt nhất bằng những sản phẩm thiên nhiên an toàn và có một cuộc sống thư thái, hạnh phúc hơn.",Dưới 1 giờ,,"377 Lê Văn Sỹ Tân Bình, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
33222097,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33222097-Reviews-Glam_Eyelash-Ho_Chi_Minh_City.html,Glam Eyelash,Spa,"['Mo-Sa 10:00-20:00', 'Su 10:00-19:00']",,,,"Lầu 2, 41 Đặng Thị Nhu, Phường Nguyễn Thái Bình, Quận 1 , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33261686,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33261686-Reviews-Vietnam_Roots_travel-Ho_Chi_Minh_City.html,Vietnam Roots travel,Chuyến tham quan nhiều ngày • Trung tâm & trại thể thao,"['Mo-Fr 08:00-17:30', 'Sa 08:00-12:00']",,,,"10 Võ Văn Kiệt, phường Nguyễn Thái Bình, Quận 1, tp HCM , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
23683468,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d23683468-Reviews-Nha_Sach_H_i_An-Ho_Chi_Minh_City.html,Nhà Sách Hải An,Cửa hàng đặc sản & cửa hàng quà tặng • Xưởng vẽ & làm đồ gốm,Mo-Su 07:30-22:00,"Nhà sách Hải An là nhà sách lớn nhất tại trung tâm thành phố Hồ Chí Minh. Nằm đối diện Vườn Bách Thảo và Thảo Cầm Viên Sài Gòn và trong bán kính 1km (0,5 dặm) đến các điểm tham quan du lịch nổi tiếng, đây là một điểm dừng chân dễ dàng để đưa vào bất kỳ kế hoạch tham quan nào, mang đến cho mọi lứa tuổi trải nghiệm thoải mái trong nhà, bao gồm: (1) mua sắm sách, văn phòng phẩm, trang trí nhà cửa, quà tặng và đồ lưu niệm; (2) tham gia các hoạt động DIY thời thượng như thạch cao/kim cương/vẽ tranh số; (3) đọc sách tại các gian hàng và các góc của hiệu sách; (4) trò chuyện với bạn bè trong một hoặc hai ly đồ uống tại quán cà phê của chúng tôi (có không gian ngoài trời); và (5) thỉnh thoảng tham gia các cuộc triển lãm nghệ thuật.",1-2 giờ,,"2B Nguyễn Thị Minh Khai, phường Đa Kao quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
25442926,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25442926-Reviews-VIP_Baccarat_Vi_t_Nam-Ho_Chi_Minh_City.html,VIP Baccarat Việt Nam,Bữa tiệc • Trung tâm trò chơi & giải trí,Mo-Su 00:00-23:59,,,,"856 Tạ Quang Bửu , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,,0,0,0,0,0,0
33190581,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33190581-Reviews-Sieu_Spa_Th_o_Di_n-Ho_Chi_Minh_City.html,Siêu Spa - Thảo Điền,Spa,,,,,"27 Nguyễn Bá Huân, Phường Thảo Điền, Thủ Đức , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33257676,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33257676-Reviews-Thd_Tourist-Ho_Chi_Minh_City.html,Thd Tourist,Trung tâm du lịch,,,,,"83 Trường Sơn, P. 2, Q. Tân Bình, Tp. Hcm , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
28991831,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d28991831-Reviews-Homy_Candle_Store-Ho_Chi_Minh_City.html,Homy Candle - Tiệm Nến THơm,Cửa hàng đặc sản & cửa hàng quà tặng,"['Mo,Tu,Th,Fr,Sa,Su 08:00-22:00', 'We 08:00-17:00']","Homy Candle - Chuyên nến thơm chữa lành và tỉnh thức “ bespoke” 329 Điện Biên Phủ, Hồ Chí Minh @homycandlevn",,,"329/20 Điện Biên Phủ Ward 4, District 3, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33234929,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33234929-Reviews-A_Voong_Hair_Salon_Academy-Ho_Chi_Minh_City.html,A Vòong Hair Salon & Academy,Spa,Mo-Su 09:00-21:00,,,,"11 Cây Keo - Phường Hiệp Tân Quận Tân Phú , Thành phố Hồ Chí Minh, 100000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33245855,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33245855-Reviews-Vincom_Center_D_ng_Kh_i-Ho_Chi_Minh_City.html,Vincom Center Đồng Khởi,Trung tâm mua sắm,"['Mo-Fr 10:00-22:00', 'Sa-Su 09:30-22:00']",,,,"72 Đ. Lê Thánh Tôn Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33230363,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33230363-Reviews-Tot_M_Medi_Spa-Ho_Chi_Minh_City.html,"Tot,m Medi Spa",Spa,"Mo,We,Th,Fr,Sa,Su 00:00-23:59",,,,"2C13 Trường Sa Phường 19, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
27745969,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27745969-Reviews-Nta_House_wellness_Center-Ho_Chi_Minh_City.html,Nta House-trung Tâm Chăm Sóc Sức Khỏe,Spa,Tu-Su 10:00-20:00,"Không chỉ đơn thuần là một nơi trị liệu, NTA HOUSE còn là nơi tổng hòa các dịch vụ chăm sóc sức khỏe và làm đẹp tự nhiên. Chúng tôi cam kết nỗ lực mang đến cho khách hàng:  Trải Nghiệm Dịch Vụ Cao Cấp : NTA HOUSE luôn ưu tiên hàng đầu về sự hài lòng của khách hàng khi trải nghiệm dịch vụ nên có những tiêu chuẩn khắt khe đối với thái độ nhân viên, sự chuyên nghiệp và thân thiện.  Chăm Sóc Sức Khỏe Toàn Diện: Bằng cách cung cấp các giải pháp wellness toàn diện về trị liệu, phục hồi, thư giãn và làm đẹp. Chúng tôi khuyến khích khách hàng tiến gần hơn đến lối sống cân bằng và chăm sóc sức khỏe chủ động.  Liên Tục Sáng Tạo Và Nâng Cấp: Cung cấp các dịch vụ sức khỏe toàn diện trên nền tảng khoa học và công nghệ tối ưu đang được các nước tiên tiến trên thế giới áp dụng, hướng bạn đến một lối sống tích cực, khỏe đẹp toàn diện và tràn đầy năng lượng!",1-2 giờ,,"No. 16 Le Ngo Cat Stree, Vo Thi Sau Ward, District.3, HCMC , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33223983,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33223983-Reviews-De_La_Daisy_Nails_Eyelashes-Ho_Chi_Minh_City.html,De La Daisy Nails & Eyelashes,Spa,Mo-Su 10:00-19:00,,,,"212b/4 Nguyễn Trãi Phường Nguyễn Cư Trinh Quận 1 , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
18898175,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d18898175-Reviews-Beautystack_Nails_Spa-Ho_Chi_Minh_City.html,Beautystack Nails Spa,Spa,Mo-Su 09:00-20:30,"Phòng làm đẹp với Móng tay, Lông mi và Dầu gội thảo mộc",1-2 giờ,,"146 Hoa Lan Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
27964083,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27964083-Reviews-Mini_Lion_Head_Decoration_Workshop-Ho_Chi_Minh_City.html,Mini Lion Head Decoration Workshop,Buổi học & hội thảo,"['Su 15:00-16:00', 'Su 17:00-18:00']",,,,"50 Phan Van Khoe Lucky Palace, Ward 2, District 6, Hcm 0.5 Km From Binh Tay Market, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33131194,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33131194-Reviews-Sai_Gon_Bookstore-Ho_Chi_Minh_City.html,Sai Gon Bookstore,Trung tâm mua sắm,Mo-Su 07:30-21:30,,,,"60 - 62 Đ. Lê Lợi, Bến Nghé, Quận 1 Tphcm Viet Nam Toà Nhà 60 - 62 Lê Lợi, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
12480148,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12480148-Reviews-Vertical_Academy-Ho_Chi_Minh_City.html,Vertical Academy,Trung tâm trò chơi & giải trí,,,,,"18 Trúc Đường, Phường Thảo Điền, Quận 2 , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.7,3,2,1,0,0,0
33138818,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33138818-Reviews-Co_Tu_Tattoo_Saigon-Ho_Chi_Minh_City.html,Cô Tư Tattoo Saigon,Spa,Mo-Su 10:00-21:00,"Cơ Tu Tattoo là một studio xăm hình chuyên nghiệp ở Sài Gòn (TP.HCM), nằm ngay trung tâm Quận 1, gần đường Bùi Viện và chợ Bến Thành. Chúng tôi chuyên về các hình xăm tùy chỉnh, bao gồm phong cách Nhật Bản, đen & xám, đường nét tinh tế, hình chấm và thiết kế tối giản. Cho dù đó là hình xăm đầu tiên của bạn hay toàn bộ tay áo, các nghệ sĩ giàu kinh nghiệm của chúng tôi sẽ biến ý tưởng của bạn thành hiện thực một cách cẩn thận và chính xác. Tại Cơ Tu Tattoo, vệ sinh, an toàn và sáng tạo được đặt lên hàng đầu. Studio sạch sẽ và hiện đại của chúng tôi được cả người dân địa phương và khách hàng quốc tế tin tưởng. Nếu bạn đang tìm kiếm hình xăm đẹp nhất ở Sài Gòn hoặc trải nghiệm hình xăm độc đáo ở Việt Nam thì Cơ Tu Tattoo là điểm đến dành cho bạn. Chào mừng bạn đến hoặc đặt trực tuyến qua Facebook, Instagram hoặc Zalo. Tiếng Anh và Tiếng Việt",,,"212B/D70 Đ. Nguyễn Trãi, Phường Nguyễn Cư Trinh Quận 1, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
32727754,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32727754-Reviews-M_c_Spa_Head_Spa_And_Body_Massage-Ho_Chi_Minh_City.html,Mộc Spa - Head Spa And Body Massage,Spa,Mo-Su 10:30-21:00,,,,"59 Nguyen Trai, Ward2, District 5 , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33102394,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33102394-Reviews-The_Lash_Naive-Ho_Chi_Minh_City.html,The Lash Naive,Spa,Mo-Su 10:00-18:00,,,,"144 Trần Kế Xương , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
11726964,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11726964-Reviews-La_Spa-Ho_Chi_Minh_City.html,Lá Spa,Spa,"['Mo 20:30-20:00', 'Tu-Su 08:30-20:00']",,,,"226/5-7 Lê Văn Thọ Phường 11, Quận Gò Vấp, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
21007691,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d21007691-Reviews-Massage_Dubai_Luxury_Qu_n_1-Ho_Chi_Minh_City.html,Massage Dubai Luxury Quận 1,Chuyến tham quan tự hướng dẫn & cho thuê,Mo-Su 09:00-23:30,,,,"41 Lê Thị Hồng Gấm, phường Nguyễn Thái Bình, Quận 1 , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33077606,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33077606-Reviews-Cosmoscare_Center-Ho_Chi_Minh_City.html,Cosmoscare Center,Spa,Mo-Su 08:30-17:30,,,,"197 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
25458498,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25458498-Reviews-La_Peony_Beauty-Ho_Chi_Minh_City.html,La Peony Beauty,Spa,Mo-Sa 09:00-21:00,,,,"Block 6, Park 4 Vinhomes Central Park, Bình Thạnh , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,,0,0,0,0,0,0
8263526,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8263526-Reviews-Three_Brooms_Town-Ho_Chi_Minh_City.html,Thị Trấn Ba Cây Chổi,Xưởng vẽ & làm đồ gốm • Trung tâm trò chơi & giải trí,,,,,"628 Xa Lộ Hà Nội, Phường An Phú, Quận 2 Lầu 3, The Vista Walk, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.2,6,2,3,1,0,0
26857324,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d26857324-Reviews-AUTHENTIC_HANOI_TRAVEL_in_HCM-Ho_Chi_Minh_City.html,AUTHENTIC HANOI TRAVEL- in HCM,Chuyến tham quan nhiều ngày • Chuyến tham quan bằng mô tô,,,,,"39 Ngo Huyen Authentic Hanoi Travel, Thành phố Hồ Chí Minh, 100000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
27834437,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27834437-Reviews-T_Q_Branch_Spa-Ho_Chi_Minh_City.html,T&Q Branch Spa,Spa,Mo-Su 09:00-01:30,"Chi nhánh T&Q Chi nhánh chào đón bạn! Chúng tôi cung cấp các dịch vụ massage mặt, gội đầu, chân và toàn thân chuyên nghiệp. Massage toàn thân tại T&Q Branch Spa với liệu trình hoàn toàn đặc biệt giúp cơ thể bạn được thư giãn tối đa khi đôi bàn tay mềm mại sử dụng kỹ thuật massage hoàn hảo tác động vào các huyệt đạo trên cơ thể giúp lưu thông khí huyết. khí huyết, lưu thông khí huyết, giúp bạn ngủ ngon hơn. Ngoài ra, sử dụng tinh dầu thiên nhiên kết hợp với hơi ấm từ đá nóng và làm ấm bằng thảo dược độc đáo chỉ có tại T&Q Branch Spa sẽ giúp bạn giải tỏa căng thẳng, stress tốt hơn bao giờ hết. Nếu bạn muốn tìm một nơi để thư giãn và tìm lại sự cân bằng trong tâm hồn, hãy đến với T&Q Branch Spa để trải nghiệm và cảm nhận nhé! “Nụ cười của bạn là hạnh phúc của chúng tôi”",1-2 giờ,,"70 Yên Thế Phường 2, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
20889591,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d20889591-Reviews-Odo_Into_The_Wild-Ho_Chi_Minh_City.html,Odo Into The Wild,Chuyến tham quan sinh thái • Chuyến tham quan đi bộ & cắm trại,,,,,"149/B39 Lý Thánh Tông, phường Tân Thới Hòa, quận Tân Phú , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
26854882,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d26854882-Reviews-Spa_T_m_Oi-Ho_Chi_Minh_City.html,Tấm Ơi Spa,Spa,Mo-Su 09:30-20:30,"Spa Tấm Ơi Quận 1 ! Chăm sóc tóc và Điều trị toàn thân Trị liệu làm đẹp thư giãn và khỏe mạnh. Chúng tôi hứa hẹn sẽ mang đến cho bạn những giây phút khó quên, giúp cân bằng sức khỏe và tinh thần để tiếp tục chặng đường dài không mệt mỏi của cuộc sống.",1-2 giờ,,"97 Đ. Nguyễn Cư Trinh, Quận 1 Ward Nguyen Cu Trinh, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
32992796,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32992796-Reviews-Aura_Clinic_Q1-Ho_Chi_Minh_City.html,Aura Clinic Q1,Spa,Mo-Su 10:00-19:00,,,,"126 Đinh Tiên Hoàng , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
19476699,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19476699-Reviews-Ananas-Ho_Chi_Minh_City.html,Ananas,Cửa hàng đặc sản & cửa hàng quà tặng,,,,,"Lầu 1, 418 Võ Văn Tần Phường 5, Quận 3, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
11950118,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11950118-Reviews-Lotus_Travel-Ho_Chi_Minh_City.html,Lotus Travel,Chuyến tham quan lịch sử & di sản • Chuyến tham quan đi dạo,Mo-Su 07:00-23:00,,,,"328 võ văn kiệt  Phường phạm ngũ lão quận 1, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.2,5,3,1,0,1,0
32992800,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32992800-Reviews-Aura_Clinic_Go_Vap-Ho_Chi_Minh_City.html,Aura Clinic Go Vap,Spa,Mo-Su 10:00-19:00,,,,"43 Nguyễn Thái Sơn Phường 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
32983873,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32983873-Reviews-Aura_Clinic_Q7-Ho_Chi_Minh_City.html,Aura Clinic Q7,Spa,"Mo,Tu,Th,Fr,Sa,Su 10:00-19:00",,,,"96 Bùi Bằng Đoàn Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
28655813,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d28655813-Reviews-Spirit_Escape-Ho_Chi_Minh_City.html,Spirit Escape,Trò chơi giải thoát,Mo-Su 08:30-00:30,,,,"71d Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh 240 Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.0,2,1,0,1,0,0
11733420,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11733420-Reviews-La_Tra_Medical_Spa-Ho_Chi_Minh_City.html,Lá Trà Medical Spa,Spa,Mo-Su 09:00-08:30,,,,"778/A6 Nguyễm Kiệm, P4, Phú Nhuận , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
28311584,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d28311584-Reviews-The_Sparadise-Ho_Chi_Minh_City.html,The Sparadise,Spa • Spa nước nóng,,,,,"11b Nguyễn Bỉnh Khiêm P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
17736259,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17736259-Reviews-Top_of_Vietnam-Ho_Chi_Minh_City.html,Top of Vietnam,Chuyến tham quan cảm giác mạnh & mạo hiểm,,,,,"9904 167th Ave NE , Thành phố Hồ Chí Minh, 98052",Thành phố Hồ Chí Minh,4.3,3,1,2,0,0,0
32846251,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32846251-Reviews-Annam_Spa-Ho_Chi_Minh_City.html,Annam Spa,Spa,Mo-Su 09:00-23:45,,,,"5 Le Thanh Ton, District 1 , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
19481226,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19481226-Reviews-Bitour-Ho_Chi_Minh_City.html,Bitour,Chuyến tham quan nhiều ngày • Chuyến tham quan đi bộ & cắm trại,"['Mo-Fr 08:00-21:00', 'Sa 08:00-23:30']",,,,"833/7 Hoàng Sa, Đa Kao, Quận 3, 49/7K Trần Văn Đang, Phường 11, Quận 3, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
20087217,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d20087217-Reviews-Saigon_Hostel_Local_Trips-Ho_Chi_Minh_City.html,Saigon - Hostel Local Trips,Chuyến tham quan bằng mô tô • Chuyến tham quan ngắm cảnh,"['Mo-Su 08:00-12:00', 'Mo-Su 13:00-17:00']",,,,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
26559105,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d26559105-Reviews-Ther_Nail_Space-Ho_Chi_Minh_City.html,Ther Nail Space,Spa,Mo-Su 10:00-21:00,"Nails, Lash, Head Spa Hot Nhất Hồ Chí Minh",,,"135/12 Tran Hung Dao, district 1 , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
18218424,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d18218424-Reviews-Okinawa_Boutique_Houses-Ho_Chi_Minh_City.html,Okinawa Boutique Houses,Cửa hàng đặc sản & cửa hàng quà tặng,,"Okinawa Boutique House là một khu phức hợp mua sắm mới nằm ở phường Thảo Điền, quận 2, nơi bạn có thể thư giãn mua sắm & tìm thấy tất cả nhu cầu mua sắm của mình và thưởng thức một tách trà tại Dynasty Tea House của chúng tôi sẽ là một trải nghiệm tuyệt vời bạn chưa từng có trước đây!",Hơn 3 giờ,,"R1 - 17 Lê Văn Miến Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
32890346,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32890346-Reviews-Deme_Brewing_Tasting_Room-Ho_Chi_Minh_City.html,Deme Brewing - Tasting Room,"Chuyến tham quan quán bar, câu lạc bộ & quán rượu","['Mo-Sa 11:00-23:30', 'Su 17:00-23:00']",,,,"393/7 Hai Bà Trưng Phường 8, Quận 3, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
19449206,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19449206-Reviews-Saigoncholon-Ho_Chi_Minh_City.html,Saigoncholon,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,Mo-Su 09:00-19:00,,,,"21 Ký Hoà , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
29037198,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d29037198-Reviews-Kevin_s_Foot_Massage-Ho_Chi_Minh_City.html,Kevin's Foot Massage,Spa,Mo-Su 09:00-23:30,,,,"40 Lê Thị Riêng , Thành phố Hồ Chí Minh, 71009",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
32900614,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32900614-Reviews-D_i_Ly_Ban_Ve_Tau_Ve_May_Bay_Ly_H_i-Ho_Chi_Minh_City.html,"Đại Lý Bán Vé Tàu, Vé Máy Bay Lý Hải",Dịch vụ đường sắt,Mo-Su 07:30-22:00,,,,"65 Đường Tân Quý, Tân Quý, Tân Phú, Tphcm , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
33022964,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33022964-Reviews-KL_Spa-Ho_Chi_Minh_City.html,KL Spa,Spa,,,,,"28 - 30 Thi Sách 12A Floor - Silverland Mây Hotel, Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
12387673,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12387673-Reviews-Khai_Hoan_Spa_Massage-Ho_Chi_Minh_City.html,Khai Hoan Spa & Massage,Spa,,"Câu lạc bộ Spa & massage Khải Hoàn là một thương hiệu thư giãn cao cấp, thuần túy, lành mạnh trên 20 năm với kinh nghiệm chăm sóc sức khỏe, giúp giảm mệt mỏi, căng thẳng.",,,"624 Lạc Long Quân, Phường 5, Quận 11 , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.3,4,2,1,1,0,0
19685787,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19685787-Reviews-Zenny_spa_Foot_massage_Nails_Club-Ho_Chi_Minh_City.html,Zenny spa - Foot massage & Nails Club,Chuyến tham quan tự nhiên & động vật hoang dã,Mo-Su 09:00-23:30,,,,"13 Phan Van Dat, Ben Nghe wards, district 1 , Thành phố Hồ Chí Minh, 84028",Thành phố Hồ Chí Minh,5.0,2,2,0,0,0,0
28222073,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d28222073-Reviews-Revize_Spa_Clinic-Ho_Chi_Minh_City.html,Revize Spa & Clinic,Spa,Mo-Su 08:30-20:30,,,,"43 Hoàng Việt , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
15681062,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15681062-Reviews-Church_of_St_Joan_of_Arc-Ho_Chi_Minh_City.html,Church of St. Joan of Arc,Nhà thờ & nhà thờ lớn,,,,,"116A Hùng Vương Phường 9, Quận 5, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,1,1,0,0,0,0
